,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
2643,1,12,critical account/other credits elsewhere,car (used),2578,unknown/no savings account,0,1,female : non-single or male : single,guarantor,0,real estate,55,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
2644,3,12,critical account/other credits elsewhere,car (used),2578,unknown/no savings account,0,1,female : non-single or male : single,none,0,real estate,55,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
2645,1,42,all credits at this bank paid back duly,furniture/equipment,1851,unknown/no savings account,3,0,female : single,guarantor,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2646,1,36,all credits at this bank paid back duly,furniture/equipment,1851,unknown/no savings account,3,0,female : single,guarantor,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2647,2,72,all credits at this bank paid back duly,furniture/equipment,1301,unknown/no savings account,4,0,female : single,guarantor,2,unknown / no property,32,none,rent,1,unskilled - resident,0 to 2,no,no,0
2648,2,47,no credits taken/all credits paid back duly,furniture/equipment,1301,unknown/no savings account,4,0,female : single,guarantor,2,real estate,32,none,rent,1,unskilled - resident,0 to 2,no,no,0
2649,2,6,critical account/other credits elsewhere,car (new),1768,unknown/no savings account,0,0,male : married/widowed,none,3,car or other,35,stores,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2650,2,39,existing credits paid back duly till now,car (used),3062,unknown/no savings account,0,0,male : married/widowed,none,3,real estate,35,stores,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2651,0,72,no credits taken/all credits paid back duly,furniture/equipment,5595,... <  100 DM,2,0,female : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,1
2652,2,15,no credits taken/all credits paid back duly,furniture/equipment,5595,... <  100 DM,2,2,female : single,none,2,real estate,24,none,rent,1,skilled employee/official,0 to 2,no,no,1
2653,1,6,critical account/other credits elsewhere,repairs,1198,... >= 1000 DM,4,0,female : non-single or male : single,none,0,unknown / no property,35,none,own,1,skilled employee/official,0 to 2,no,no,1
2654,1,6,all credits at this bank paid back duly,repairs,2631,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,35,none,own,1,skilled employee/official,0 to 2,no,no,1
2655,1,15,critical account/other credits elsewhere,car (new),3368,500 <= ... < 1000 DM,4,1,male : married/widowed,none,0,real estate,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2656,3,15,critical account/other credits elsewhere,car (new),3368,500 <= ... < 1000 DM,4,1,male : divorced/separated,none,0,real estate,23,none,for free,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,0
2657,1,18,all credits at this bank paid back duly,radio/television,3966,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,33,bank,for free,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,1
2658,1,18,all credits at this bank paid back duly,others,3966,unknown/no savings account,0,3,male : married/widowed,none,0,unknown / no property,33,bank,for free,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,1
2659,1,39,no credits taken/all credits paid back duly,car (new),2569,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,24,none,own,1,skilled employee/official,0 to 2,no,no,0
2660,1,39,critical account/other credits elsewhere,car (new),2569,100 <= ... <  500 DM,2,0,male : married/widowed,none,0,real estate,24,none,for free,1,skilled employee/official,0 to 2,no,no,0
2661,2,12,critical account/other credits elsewhere,domestic appliances,1530,100 <= ... <  500 DM,4,0,female : non-single or male : single,none,2,unknown / no property,31,none,for free,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,0
2662,1,26,critical account/other credits elsewhere,furniture/equipment,1240,... >= 1000 DM,1,0,female : non-single or male : single,none,2,car or other,30,none,for free,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,0
2663,3,54,no credits taken/all credits paid back duly,car (used),2251,unknown/no savings account,2,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,19,none,rent,1,unskilled - resident,0 to 2,no,no,0
2664,3,12,no credits taken/all credits paid back duly,car (used),12389,unknown/no savings account,2,3,female : non-single or male : single,none,2,real estate,46,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
2665,2,18,all credits at this bank paid back duly,others,1028,unknown/no savings account,2,0,female : non-single or male : single,none,1,unknown / no property,36,bank,own,3-Feb,skilled employee/official,0 to 2,no,no,0
2666,1,18,all credits at this bank paid back duly,others,12579,unknown/no savings account,2,0,female : non-single or male : single,none,1,unknown / no property,36,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2667,1,24,no credits taken/all credits paid back duly,furniture/equipment,4153,... <  100 DM,4,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,32,none,rent,1,unskilled - resident,0 to 2,no,no,1
2668,3,24,no credits taken/all credits paid back duly,furniture/equipment,1282,... <  100 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,32,none,rent,1,unskilled - resident,0 to 2,no,no,1
2669,1,5,existing credits paid back duly till now,others,6887,unknown/no savings account,2,0,male : married/widowed,none,1,car or other,29,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
2670,1,36,existing credits paid back duly till now,repairs,6887,... >= 1000 DM,2,3,male : married/widowed,none,1,car or other,29,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
2671,1,12,no credits taken/all credits paid back duly,furniture/equipment,6999,unknown/no savings account,2,3,female : single,guarantor,3,unknown / no property,34,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
2672,1,7,no credits taken/all credits paid back duly,furniture/equipment,6999,unknown/no savings account,3,3,female : single,guarantor,3,unknown / no property,34,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
2673,0,18,delay in paying off in the past,others,1530,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,32,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
2674,0,18,all credits at this bank paid back duly,retraining,1530,unknown/no savings account,2,1,male : married/widowed,none,3,car or other,32,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2675,1,12,critical account/other credits elsewhere,repairs,701,unknown/no savings account,2,0,female : single,none,2,unknown / no property,40,none,rent,1,unskilled - resident,0 to 2,no,no,0
2676,1,54,no credits taken/all credits paid back duly,furniture/equipment,701,unknown/no savings account,2,0,female : single,none,2,unknown / no property,40,none,own,1,unskilled - resident,0 to 2,no,no,0
2677,3,10,no credits taken/all credits paid back duly,car (new),2848,... <  100 DM,2,3,female : single,co-applicant,2,building soc. savings agr./life insurance,32,none,own,1,unskilled - resident,0 to 2,no,no,0
2678,2,10,delay in paying off in the past,car (new),929,... <  100 DM,0,3,male : married/widowed,co-applicant,2,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,3 or more,no,no,0
2679,2,36,existing credits paid back duly till now,repairs,7432,unknown/no savings account,2,1,female : non-single or male : single,none,2,car or other,54,none,for free,1,skilled employee/official,0 to 2,no,no,0
2680,2,36,critical account/other credits elsewhere,others,7432,unknown/no savings account,2,2,female : non-single or male : single,none,2,car or other,54,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2681,2,20,existing credits paid back duly till now,others,1231,unknown/no savings account,3,1,male : married/widowed,none,0,car or other,50,bank,for free,3-Feb,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
2682,2,20,critical account/other credits elsewhere,car (new),7057,... >= 1000 DM,3,3,male : married/widowed,none,0,real estate,36,stores,for free,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,0
2683,0,12,all credits at this bank paid back duly,others,691,100 <= ... <  500 DM,4,0,male : married/widowed,none,1,car or other,35,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
2684,1,12,all credits at this bank paid back duly,others,691,unknown/no savings account,4,0,male : married/widowed,none,3,unknown / no property,35,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
2685,1,12,no credits taken/all credits paid back duly,others,2520,unknown/no savings account,1,3,female : non-single or male : single,none,3,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,no,1
2686,1,12,no credits taken/all credits paid back duly,car (new),1274,unknown/no savings account,1,1,female : non-single or male : single,guarantor,3,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,no,1
2687,1,15,delay in paying off in the past,car (used),1478,unknown/no savings account,0,0,male : married/widowed,none,0,building soc. savings agr./life insurance,44,none,for free,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,0
2688,1,15,critical account/other credits elsewhere,car (used),1478,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,44,none,rent,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,0
2689,2,9,critical account/other credits elsewhere,others,1549,unknown/no savings account,1,0,male : married/widowed,none,2,building soc. savings agr./life insurance,35,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
2690,2,9,delay in paying off in the past,others,1549,... >= 1000 DM,1,0,male : married/widowed,none,2,unknown / no property,35,stores,own,3-Feb,unemployed/unskilled - non-resident,0 to 2,no,no,0
2691,1,60,no credits taken/all credits paid back duly,furniture/equipment,3509,unknown/no savings account,3,0,female : non-single or male : single,guarantor,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2692,1,72,all credits at this bank paid back duly,furniture/equipment,3509,unknown/no savings account,3,0,female : non-single or male : single,guarantor,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2693,3,54,all credits at this bank paid back duly,furniture/equipment,2404,unknown/no savings account,2,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2694,1,60,all credits at this bank paid back duly,furniture/equipment,2404,unknown/no savings account,2,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2695,0,36,no credits taken/all credits paid back duly,repairs,4686,unknown/no savings account,2,2,female : non-single or male : single,none,2,real estate,32,stores,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2696,1,72,critical account/other credits elsewhere,car (new),4686,unknown/no savings account,2,2,female : single,none,2,real estate,32,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2697,2,12,critical account/other credits elsewhere,others,640,unknown/no savings account,2,0,male : divorced/separated,none,2,unknown / no property,49,bank,rent,1,unskilled - resident,0 to 2,no,no,0
2698,1,60,no credits taken/all credits paid back duly,others,640,unknown/no savings account,2,0,male : divorced/separated,co-applicant,2,unknown / no property,49,none,rent,1,unskilled - resident,0 to 2,no,no,0
